sentence,answer
"Daniel feels happy , Mary feels sad and Joe feels angry . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels sad and Joe feels bored . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels sad and Joe feels scared . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels sad and Joe feels confused . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels sad and Joe feels anxious . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels angry and Joe feels sad . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels angry and Joe feels bored . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels angry and Joe feels scared . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels angry and Joe feels confused . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels angry and Joe feels anxious . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels bored and Joe feels sad . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels bored and Joe feels angry . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels bored and Joe feels scared . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels bored and Joe feels confused . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels bored and Joe feels anxious . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels scared and Joe feels sad . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels scared and Joe feels angry . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels scared and Joe feels bored . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels scared and Joe feels confused . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels scared and Joe feels anxious . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels confused and Joe feels sad . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels confused and Joe feels angry . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels confused and Joe feels bored . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels confused and Joe feels scared . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels confused and Joe feels anxious . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels anxious and Joe feels sad . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels anxious and Joe feels angry . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels anxious and Joe feels bored . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels anxious and Joe feels scared . How does Daniel feel [MASK] .",happy
"Daniel feels happy , Mary feels anxious and Joe feels confused . How does Daniel feel [MASK] .",happy
"Daniel feels sad , Mary feels happy and Joe feels angry . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels happy and Joe feels bored . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels happy and Joe feels scared . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels happy and Joe feels confused . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels happy and Joe feels anxious . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels angry and Joe feels happy . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels angry and Joe feels bored . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels angry and Joe feels scared . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels angry and Joe feels confused . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels angry and Joe feels anxious . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels bored and Joe feels happy . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels bored and Joe feels angry . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels bored and Joe feels scared . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels bored and Joe feels confused . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels bored and Joe feels anxious . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels scared and Joe feels happy . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels scared and Joe feels angry . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels scared and Joe feels bored . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels scared and Joe feels confused . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels scared and Joe feels anxious . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels confused and Joe feels happy . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels confused and Joe feels angry . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels confused and Joe feels bored . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels confused and Joe feels scared . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels confused and Joe feels anxious . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels anxious and Joe feels happy . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels anxious and Joe feels angry . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels anxious and Joe feels bored . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels anxious and Joe feels scared . How does Daniel feel [MASK] .",sad
"Daniel feels sad , Mary feels anxious and Joe feels confused . How does Daniel feel [MASK] .",sad
"Daniel feels angry , Mary feels happy and Joe feels sad . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels happy and Joe feels bored . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels happy and Joe feels scared . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels happy and Joe feels confused . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels happy and Joe feels anxious . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels sad and Joe feels happy . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels sad and Joe feels bored . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels sad and Joe feels scared . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels sad and Joe feels confused . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels sad and Joe feels anxious . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels bored and Joe feels happy . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels bored and Joe feels sad . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels bored and Joe feels scared . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels bored and Joe feels confused . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels bored and Joe feels anxious . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels scared and Joe feels happy . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels scared and Joe feels sad . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels scared and Joe feels bored . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels scared and Joe feels confused . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels scared and Joe feels anxious . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels confused and Joe feels happy . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels confused and Joe feels sad . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels confused and Joe feels bored . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels confused and Joe feels scared . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels confused and Joe feels anxious . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels anxious and Joe feels happy . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels anxious and Joe feels sad . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels anxious and Joe feels bored . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels anxious and Joe feels scared . How does Daniel feel [MASK] .",angry
"Daniel feels angry , Mary feels anxious and Joe feels confused . How does Daniel feel [MASK] .",angry
"Daniel feels bored , Mary feels happy and Joe feels sad . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels happy and Joe feels angry . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels happy and Joe feels scared . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels happy and Joe feels confused . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels happy and Joe feels anxious . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels sad and Joe feels happy . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels sad and Joe feels angry . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels sad and Joe feels scared . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels sad and Joe feels confused . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels sad and Joe feels anxious . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels angry and Joe feels happy . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels angry and Joe feels sad . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels angry and Joe feels scared . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels angry and Joe feels confused . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels angry and Joe feels anxious . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels scared and Joe feels happy . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels scared and Joe feels sad . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels scared and Joe feels angry . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels scared and Joe feels confused . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels scared and Joe feels anxious . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels confused and Joe feels happy . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels confused and Joe feels sad . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels confused and Joe feels angry . How does Daniel feel [MASK] .",bored
"Daniel feels bored , Mary feels confused and Joe feels scared . How does Daniel feel [MASK] .",bored
