sentence,answer
Joe feels scared and Alex feels confused . How does Joe feels [MASK] .,scared
Jack feels angry and Alex feels scared . How does Jack feels [MASK] .,angry
Joe feels happy and Sarah feels angry . How does Joe feels [MASK] .,happy
Daniel feels bored and Joe feels anxious . How does Daniel feels [MASK] .,bored
Sarah feels happy and Joe feels bored . How does Sarah feels [MASK] .,happy
Alex feels sad and Mary feels confused . How does Alex feels [MASK] .,sad
Mary feels happy and Sarah feels bored . How does Mary feels [MASK] .,happy
Alex feels confused and Sam feels scared . How does Alex feels [MASK] .,confused
Daniel feels scared and Sam feels confused . How does Daniel feels [MASK] .,scared
Mary feels anxious and Sarah feels happy . How does Mary feels [MASK] .,anxious
Alex feels anxious and Jack feels sad . How does Alex feels [MASK] .,anxious
Alex feels sad and Sarah feels confused . How does Alex feels [MASK] .,sad
Mary feels scared and Sarah feels bored . How does Mary feels [MASK] .,scared
Sarah feels anxious and Alex feels happy . How does Sarah feels [MASK] .,anxious
Mary feels anxious and Alex feels angry . How does Mary feels [MASK] .,anxious
Mary feels bored and Daniel feels sad . How does Mary feels [MASK] .,bored
Mary feels anxious and Joe feels sad . How does Mary feels [MASK] .,anxious
Sarah feels sad and Alex feels confused . How does Sarah feels [MASK] .,sad
Alex feels happy and Daniel feels angry . How does Alex feels [MASK] .,happy
Jack feels angry and Alex feels bored . How does Jack feels [MASK] .,angry
Sam feels anxious and Mary feels angry . How does Sam feels [MASK] .,anxious
Daniel feels happy and Alex feels sad . How does Daniel feels [MASK] .,happy
Daniel feels confused and Joe feels bored . How does Daniel feels [MASK] .,confused
Joe feels confused and Daniel feels sad . How does Joe feels [MASK] .,confused
Joe feels anxious and Alex feels confused . How does Joe feels [MASK] .,anxious
Jack feels scared and Alex feels happy . How does Jack feels [MASK] .,scared
Sam feels angry and Alex feels confused . How does Sam feels [MASK] .,angry
Joe feels bored and Sarah feels scared . How does Joe feels [MASK] .,bored
Sam feels angry and Jack feels sad . How does Sam feels [MASK] .,angry
Daniel feels confused and Alex feels angry . How does Daniel feels [MASK] .,confused
Mary feels bored and Sam feels sad . How does Mary feels [MASK] .,bored
Sarah feels happy and Mary feels scared . How does Sarah feels [MASK] .,happy
Mary feels sad and Sam feels bored . How does Mary feels [MASK] .,sad
Mary feels angry and Sarah feels bored . How does Mary feels [MASK] .,angry
Sam feels angry and Joe feels sad . How does Sam feels [MASK] .,angry
Mary feels confused and Sam feels bored . How does Mary feels [MASK] .,confused
Joe feels confused and Sarah feels scared . How does Joe feels [MASK] .,confused
Sarah feels happy and Daniel feels confused . How does Sarah feels [MASK] .,happy
Sam feels confused and Sarah feels angry . How does Sam feels [MASK] .,confused
Jack feels confused and Sam feels happy . How does Jack feels [MASK] .,confused
Sam feels sad and Mary feels angry . How does Sam feels [MASK] .,sad
Daniel feels confused and Alex feels bored . How does Daniel feels [MASK] .,confused
Mary feels anxious and Sam feels sad . How does Mary feels [MASK] .,anxious
Alex feels sad and Jack feels anxious . How does Alex feels [MASK] .,sad
Sam feels happy and Sarah feels sad . How does Sam feels [MASK] .,happy
Sam feels happy and Alex feels scared . How does Sam feels [MASK] .,happy
Sarah feels confused and Daniel feels happy . How does Sarah feels [MASK] .,confused
Alex feels happy and Sam feels confused . How does Alex feels [MASK] .,happy
Alex feels happy and Daniel feels confused . How does Alex feels [MASK] .,happy
Sam feels happy and Daniel feels bored . How does Sam feels [MASK] .,happy
Joe feels bored and Sam feels angry . How does Joe feels [MASK] .,bored
Sam feels confused and Daniel feels bored . How does Sam feels [MASK] .,confused
Joe feels happy and Jack feels anxious . How does Joe feels [MASK] .,happy
Mary feels sad and Daniel feels angry . How does Mary feels [MASK] .,sad
Sam feels anxious and Jack feels sad . How does Sam feels [MASK] .,anxious
Jack feels confused and Joe feels sad . How does Jack feels [MASK] .,confused
Joe feels bored and Sam feels angry . How does Joe feels [MASK] .,bored
Alex feels angry and Sam feels anxious . How does Alex feels [MASK] .,angry
Alex feels bored and Jack feels confused . How does Alex feels [MASK] .,bored
Alex feels anxious and Mary feels bored . How does Alex feels [MASK] .,anxious
Sarah feels confused and Jack feels anxious . How does Sarah feels [MASK] .,confused
Sam feels bored and Joe feels confused . How does Sam feels [MASK] .,bored
