sentence,answer
"Alice is fifteen years old , Taylor is fifteen years old , and Ann is ten years old . next year Alice is sixteen years old , Ann is eleven years old , and the age of Taylor is [MASK] .",sixteen
"Natalie is nineteen years old , Amber is nineteen years old , and Julia is thirteen years old . next year Natalie is twenty years old , Julia is fourteen years old , and the age of Amber is [MASK] .",twenty
"Ellie is thirteen years old , Naomi is thirteen years old , and Mary is seventeen years old . next year Ellie is fourteen years old , Mary is eighteen years old , and the age of Naomi is [MASK] .",fourteen
"Taylor is ten years old , Nova is ten years old , and Casey is eighteen years old . next year Taylor is eleven years old , Casey is nineteen years old , and the age of Nova is [MASK] .",eleven
"Quinn is fifteen years old , Morgan is fifteen years old , and Jill is ten years old . next year Quinn is sixteen years old , Jill is eleven years old , and the age of Morgan is [MASK] .",sixteen
"Sonny is nineteen years old , Rebecca is nineteen years old , and Nicole is fourteen years old . next year Sonny is twenty years old , Nicole is fifteen years old , and the age of Rebecca is [MASK] .",twenty
"Nathan is eleven years old , Roy is eleven years old , and Amy is fifteen years old . next year Nathan is twelve years old , Amy is sixteen years old , and the age of Roy is [MASK] .",twelve
"Kyle is fifteen years old , Nathan is fifteen years old , and Dean is sixteen years old . next year Kyle is sixteen years old , Dean is seventeen years old , and the age of Nathan is [MASK] .",sixteen
"Brian is seventeen years old , Shannon is seventeen years old , and Daniel is twelve years old . next year Brian is eighteen years old , Daniel is thirteen years old , and the age of Shannon is [MASK] .",eighteen
"Peter is fourteen years old , Cooper is fourteen years old , and William is fourteen years old . next year Peter is fifteen years old , William is fifteen years old , and the age of Cooper is [MASK] .",fifteen
"Logan is sixteen years old , Aurora is sixteen years old , and Colin is fourteen years old . next year Logan is seventeen years old , Colin is fifteen years old , and the age of Aurora is [MASK] .",seventeen
"Natasha is eighteen years old , Frances is eighteen years old , and Ethan is eighteen years old . next year Natasha is nineteen years old , Ethan is nineteen years old , and the age of Frances is [MASK] .",nineteen
"Lois is thirteen years old , Jake is thirteen years old , and Duncan is fourteen years old . next year Lois is fourteen years old , Duncan is fifteen years old , and the age of Jake is [MASK] .",fourteen
"Jessica is fifteen years old , Luke is fifteen years old , and Autumn is thirteen years old . next year Jessica is sixteen years old , Autumn is fourteen years old , and the age of Luke is [MASK] .",sixteen
"Diane is thirteen years old , Oliver is thirteen years old , and Frances is fifteen years old . next year Diane is fourteen years old , Frances is sixteen years old , and the age of Oliver is [MASK] .",fourteen
