sentence,answer
"Lucas is eighteen years old and Corey is eighteen years old . next year Lucas is nineteen years old , and the age of Corey is [MASK] .",nineteen
"Elijah is fifteen years old and Finn is fifteen years old . next year Elijah is sixteen years old , and the age of Finn is [MASK] .",sixteen
"Diane is sixteen years old and Cheryl is sixteen years old . next year Diane is seventeen years old , and the age of Cheryl is [MASK] .",seventeen
"Craig is fourteen years old and Julia is fourteen years old . next year Craig is fifteen years old , and the age of Julia is [MASK] .",fifteen
"Elaine is seventeen years old and Jay is seventeen years old . next year Elaine is eighteen years old , and the age of Jay is [MASK] .",eighteen
"Summer is nineteen years old and Evan is nineteen years old . next year Summer is twenty years old , and the age of Evan is [MASK] .",twenty
"Gerard is fifteen years old and Olivia is fifteen years old . next year Gerard is sixteen years old , and the age of Olivia is [MASK] .",sixteen
"Cole is fourteen years old and Darren is fourteen years old . next year Cole is fifteen years old , and the age of Darren is [MASK] .",fifteen
"Joshua is ten years old and Robin is ten years old . next year Joshua is eleven years old , and the age of Robin is [MASK] .",eleven
"Elise is fourteen years old and Lily is fourteen years old . next year Elise is fifteen years old , and the age of Lily is [MASK] .",fifteen
"Sam is twelve years old and Dean is twelve years old . next year Sam is thirteen years old , and the age of Dean is [MASK] .",thirteen
"Tracy is nineteen years old and Naomi is nineteen years old . next year Tracy is twenty years old , and the age of Naomi is [MASK] .",twenty
"Simon is eighteen years old and Wayne is eighteen years old . next year Simon is nineteen years old , and the age of Wayne is [MASK] .",nineteen
"Thomas is fifteen years old and Nova is fifteen years old . next year Thomas is sixteen years old , and the age of Nova is [MASK] .",sixteen
"Alan is eleven years old and Molly is eleven years old . next year Alan is twelve years old , and the age of Molly is [MASK] .",twelve
"Gabriel is seventeen years old and Charlie is seventeen years old . next year Gabriel is eighteen years old , and the age of Charlie is [MASK] .",eighteen
"Philip is sixteen years old and Cooper is sixteen years old . next year Philip is seventeen years old , and the age of Cooper is [MASK] .",seventeen
"Sara is sixteen years old and Gareth is sixteen years old . next year Sara is seventeen years old , and the age of Gareth is [MASK] .",seventeen
"Harvey is eleven years old and Jade is eleven years old . next year Harvey is twelve years old , and the age of Jade is [MASK] .",twelve
"Thomas is nineteen years old and Pamela is nineteen years old . next year Thomas is twenty years old , and the age of Pamela is [MASK] .",twenty
"Amber is fourteen years old and William is fourteen years old . next year Amber is fifteen years old , and the age of William is [MASK] .",fifteen
"Scott is eleven years old and Laura is eleven years old . next year Scott is twelve years old , and the age of Laura is [MASK] .",twelve
"Norman is twelve years old and Gareth is twelve years old . next year Norman is thirteen years old , and the age of Gareth is [MASK] .",thirteen
"Hope is twelve years old and Eve is twelve years old . next year Hope is thirteen years old , and the age of Eve is [MASK] .",thirteen
"Ivy is nineteen years old and Kimberly is nineteen years old . next year Ivy is twenty years old , and the age of Kimberly is [MASK] .",twenty
"Lilly is nineteen years old and Leigh is nineteen years old . next year Lilly is twenty years old , and the age of Leigh is [MASK] .",twenty
"Alexandra is seventeen years old and Logan is seventeen years old . next year Alexandra is eighteen years old , and the age of Logan is [MASK] .",eighteen
"Sara is sixteen years old and Duncan is sixteen years old . next year Sara is seventeen years old , and the age of Duncan is [MASK] .",seventeen
"Shannon is twelve years old and Lindsey is twelve years old . next year Shannon is thirteen years old , and the age of Lindsey is [MASK] .",thirteen
"Leo is ten years old and Zoe is ten years old . next year Leo is eleven years old , and the age of Zoe is [MASK] .",eleven
"Eleanor is nineteen years old and Carol is nineteen years old . next year Eleanor is twenty years old , and the age of Carol is [MASK] .",twenty
"Oliver is twelve years old and Eve is twelve years old . next year Oliver is thirteen years old , and the age of Eve is [MASK] .",thirteen
"Samantha is seventeen years old and Clara is seventeen years old . next year Samantha is eighteen years old , and the age of Clara is [MASK] .",eighteen
"Dylan is fifteen years old and Oliver is fifteen years old . next year Dylan is sixteen years old , and the age of Oliver is [MASK] .",sixteen
"Martin is seventeen years old and Helen is seventeen years old . next year Martin is eighteen years old , and the age of Helen is [MASK] .",eighteen
"Jamie is fourteen years old and Jacob is fourteen years old . next year Jamie is fifteen years old , and the age of Jacob is [MASK] .",fifteen
"John is ten years old and Aurora is ten years old . next year John is eleven years old , and the age of Aurora is [MASK] .",eleven
"Stacy is ten years old and James is ten years old . next year Stacy is eleven years old , and the age of James is [MASK] .",eleven
"Joey is nineteen years old and Louie is nineteen years old . next year Joey is twenty years old , and the age of Louie is [MASK] .",twenty
"Steven is ten years old and Roman is ten years old . next year Steven is eleven years old , and the age of Roman is [MASK] .",eleven
"Oscar is fourteen years old and Jenna is fourteen years old . next year Oscar is fifteen years old , and the age of Jenna is [MASK] .",fifteen
"Brian is sixteen years old and Kara is sixteen years old . next year Brian is seventeen years old , and the age of Kara is [MASK] .",seventeen
"Murray is eleven years old and Ryan is eleven years old . next year Murray is twelve years old , and the age of Ryan is [MASK] .",twelve
"Tracy is ten years old and Heather is ten years old . next year Tracy is eleven years old , and the age of Heather is [MASK] .",eleven
"Aaron is fourteen years old and Mia is fourteen years old . next year Aaron is fifteen years old , and the age of Mia is [MASK] .",fifteen
"Mary is eleven years old and Leigh is eleven years old . next year Mary is twelve years old , and the age of Leigh is [MASK] .",twelve
"Robin is sixteen years old and Archie is sixteen years old . next year Robin is seventeen years old , and the age of Archie is [MASK] .",seventeen
"Grayson is sixteen years old and Willow is sixteen years old . next year Grayson is seventeen years old , and the age of Willow is [MASK] .",seventeen
"Alice is eleven years old and Summer is eleven years old . next year Alice is twelve years old , and the age of Summer is [MASK] .",twelve
"Owen is thirteen years old and Darren is thirteen years old . next year Owen is fourteen years old , and the age of Darren is [MASK] .",fourteen
"Ashley is seventeen years old and Suzanne is seventeen years old . next year Ashley is eighteen years old , and the age of Suzanne is [MASK] .",eighteen
"Conor is nineteen years old and Casey is nineteen years old . next year Conor is twenty years old , and the age of Casey is [MASK] .",twenty
"Roman is eleven years old and Sara is eleven years old . next year Roman is twelve years old , and the age of Sara is [MASK] .",twelve
"Shannon is twelve years old and Alison is twelve years old . next year Shannon is thirteen years old , and the age of Alison is [MASK] .",thirteen
"Peter is twelve years old and Lisa is twelve years old . next year Peter is thirteen years old , and the age of Lisa is [MASK] .",thirteen
"Stephanie is seventeen years old and Judith is seventeen years old . next year Stephanie is eighteen years old , and the age of Judith is [MASK] .",eighteen
"Dale is seventeen years old and Marc is seventeen years old . next year Dale is eighteen years old , and the age of Marc is [MASK] .",eighteen
"Shay is twelve years old and Claire is twelve years old . next year Shay is thirteen years old , and the age of Claire is [MASK] .",thirteen
"Laura is eighteen years old and Kara is eighteen years old . next year Laura is nineteen years old , and the age of Kara is [MASK] .",nineteen
"Heidi is nineteen years old and Maria is nineteen years old . next year Heidi is twenty years old , and the age of Maria is [MASK] .",twenty
"Josh is eighteen years old and Willow is eighteen years old . next year Josh is nineteen years old , and the age of Willow is [MASK] .",nineteen
"Muhammad is ten years old and Corey is ten years old . next year Muhammad is eleven years old , and the age of Corey is [MASK] .",eleven
"Harley is fifteen years old and George is fifteen years old . next year Harley is sixteen years old , and the age of George is [MASK] .",sixteen
"Charlotte is eleven years old and Connor is eleven years old . next year Charlotte is twelve years old , and the age of Connor is [MASK] .",twelve
"Maya is sixteen years old and Kenneth is sixteen years old . next year Maya is seventeen years old , and the age of Kenneth is [MASK] .",seventeen
"Alicia is nineteen years old and Harrison is nineteen years old . next year Alicia is twenty years old , and the age of Harrison is [MASK] .",twenty
"Cameron is eighteen years old and Ashley is eighteen years old . next year Cameron is nineteen years old , and the age of Ashley is [MASK] .",nineteen
"Ashley is seventeen years old and Valerie is seventeen years old . next year Ashley is eighteen years old , and the age of Valerie is [MASK] .",eighteen
"Jude is ten years old and Bradley is ten years old . next year Jude is eleven years old , and the age of Bradley is [MASK] .",eleven
"Samantha is fourteen years old and Bryan is fourteen years old . next year Samantha is fifteen years old , and the age of Bryan is [MASK] .",fifteen
"Alex is fifteen years old and Hayden is fifteen years old . next year Alex is sixteen years old , and the age of Hayden is [MASK] .",sixteen
"Morgan is sixteen years old and Keith is sixteen years old . next year Morgan is seventeen years old , and the age of Keith is [MASK] .",seventeen
"Mary is fourteen years old and Robin is fourteen years old . next year Mary is fifteen years old , and the age of Robin is [MASK] .",fifteen
"Melissa is eleven years old and Kai is eleven years old . next year Melissa is twelve years old , and the age of Kai is [MASK] .",twelve
"Daryl is seventeen years old and Teddy is seventeen years old . next year Daryl is eighteen years old , and the age of Teddy is [MASK] .",eighteen
"Blake is eleven years old and Stephen is eleven years old . next year Blake is twelve years old , and the age of Stephen is [MASK] .",twelve
"Anthony is nineteen years old and Adam is nineteen years old . next year Anthony is twenty years old , and the age of Adam is [MASK] .",twenty
"Lara is eleven years old and Anthony is eleven years old . next year Lara is twelve years old , and the age of Anthony is [MASK] .",twelve
"Colin is ten years old and Allison is ten years old . next year Colin is eleven years old , and the age of Allison is [MASK] .",eleven
"Bradley is eleven years old and Arthur is eleven years old . next year Bradley is twelve years old , and the age of Arthur is [MASK] .",twelve
"Laura is nineteen years old and Rose is nineteen years old . next year Laura is twenty years old , and the age of Rose is [MASK] .",twenty
"Kai is sixteen years old and Jacob is sixteen years old . next year Kai is seventeen years old , and the age of Jacob is [MASK] .",seventeen
"Cody is eighteen years old and Kelly is eighteen years old . next year Cody is nineteen years old , and the age of Kelly is [MASK] .",nineteen
"Jordan is fifteen years old and Carter is fifteen years old . next year Jordan is sixteen years old , and the age of Carter is [MASK] .",sixteen
"Evan is seventeen years old and Muhammad is seventeen years old . next year Evan is eighteen years old , and the age of Muhammad is [MASK] .",eighteen
"Carol is seventeen years old and Amelia is seventeen years old . next year Carol is eighteen years old , and the age of Amelia is [MASK] .",eighteen
"Olivia is eighteen years old and Grace is eighteen years old . next year Olivia is nineteen years old , and the age of Grace is [MASK] .",nineteen
"Evan is nineteen years old and Philip is nineteen years old . next year Evan is twenty years old , and the age of Philip is [MASK] .",twenty
"Marion is ten years old and Patrick is ten years old . next year Marion is eleven years old , and the age of Patrick is [MASK] .",eleven
"Carol is fourteen years old and Luke is fourteen years old . next year Carol is fifteen years old , and the age of Luke is [MASK] .",fifteen
"Norman is sixteen years old and Allison is sixteen years old . next year Norman is seventeen years old , and the age of Allison is [MASK] .",seventeen
"Archie is sixteen years old and Ada is sixteen years old . next year Archie is seventeen years old , and the age of Ada is [MASK] .",seventeen
"Mason is eleven years old and Daryl is eleven years old . next year Mason is twelve years old , and the age of Daryl is [MASK] .",twelve
"Taylor is twelve years old and Evan is twelve years old . next year Taylor is thirteen years old , and the age of Evan is [MASK] .",thirteen
"Ryan is thirteen years old and Oscar is thirteen years old . next year Ryan is fourteen years old , and the age of Oscar is [MASK] .",fourteen
"Harley is thirteen years old and Rebecca is thirteen years old . next year Harley is fourteen years old , and the age of Rebecca is [MASK] .",fourteen
"Corey is nineteen years old and Fiona is nineteen years old . next year Corey is twenty years old , and the age of Fiona is [MASK] .",twenty
"Stacy is sixteen years old and Indie is sixteen years old . next year Stacy is seventeen years old , and the age of Indie is [MASK] .",seventeen
"Bradley is twelve years old and Sam is twelve years old . next year Bradley is thirteen years old , and the age of Sam is [MASK] .",thirteen
"Bailey is twelve years old and Blake is twelve years old . next year Bailey is thirteen years old , and the age of Blake is [MASK] .",thirteen
"Hugh is thirteen years old and Luna is thirteen years old . next year Hugh is fourteen years old , and the age of Luna is [MASK] .",fourteen
"Wendy is fourteen years old and Sara is fourteen years old . next year Wendy is fifteen years old , and the age of Sara is [MASK] .",fifteen
"Cody is fourteen years old and Hunter is fourteen years old . next year Cody is fifteen years old , and the age of Hunter is [MASK] .",fifteen
"Stewart is fifteen years old and Lynn is fifteen years old . next year Stewart is sixteen years old , and the age of Lynn is [MASK] .",sixteen
