sentence,answer
David is the son of Lesley . So Lesley is the parent of [MASK] .,David
John is the son of Keir . So Keir is the parent of [MASK] .,John
Paul is the son of Colin . So Colin is the parent of [MASK] .,Paul
Mark is the son of Morgan . So Morgan is the parent of [MASK] .,Mark
James is the son of Piper . So Piper is the parent of [MASK] .,James
Andrew is the son of Pamela . So Pamela is the parent of [MASK] .,Andrew
Scott is the son of Lorna . So Lorna is the parent of [MASK] .,Scott
Steven is the son of Tommy . So Tommy is the parent of [MASK] .,Steven
Robert is the son of Gerard . So Gerard is the parent of [MASK] .,Robert
Stephen is the son of Morven . So Morven is the parent of [MASK] .,Stephen
William is the son of Alastair . So Alastair is the parent of [MASK] .,William
Craig is the son of Barbara . So Barbara is the parent of [MASK] .,Craig
Michael is the son of Jack . So Jack is the parent of [MASK] .,Michael
Stuart is the son of Daniel . So Daniel is the parent of [MASK] .,Stuart
Christopher is the son of Eilidh . So Eilidh is the parent of [MASK] .,Christopher
Alan is the son of Struan . So Struan is the parent of [MASK] .,Alan
Colin is the son of Niamh . So Niamh is the parent of [MASK] .,Colin
Brian is the son of Hazel . So Hazel is the parent of [MASK] .,Brian
Kevin is the son of Ellis . So Ellis is the parent of [MASK] .,Kevin
Gary is the son of Cameron . So Cameron is the parent of [MASK] .,Gary
Richard is the son of Alana . So Alana is the parent of [MASK] .,Richard
Derek is the son of Florence . So Florence is the parent of [MASK] .,Derek
Martin is the son of Shaun . So Shaun is the parent of [MASK] .,Martin
Thomas is the son of Harley . So Harley is the parent of [MASK] .,Thomas
Neil is the son of Remi . So Remi is the parent of [MASK] .,Neil
Barry is the son of Ellis . So Ellis is the parent of [MASK] .,Barry
Ian is the son of Alexandra . So Alexandra is the parent of [MASK] .,Ian
Jason is the son of Poppy . So Poppy is the parent of [MASK] .,Jason
Gordon is the son of Kate . So Kate is the parent of [MASK] .,Gordon
Alexander is the son of Willow . So Willow is the parent of [MASK] .,Alexander
Peter is the son of Gemma . So Gemma is the parent of [MASK] .,Peter
Darren is the son of Skye . So Skye is the parent of [MASK] .,Darren
Graham is the son of Connor . So Connor is the parent of [MASK] .,Graham
George is the son of Donna . So Donna is the parent of [MASK] .,George
Kenneth is the son of Deborah . So Deborah is the parent of [MASK] .,Kenneth
Allan is the son of Hanna . So Hanna is the parent of [MASK] .,Allan
Simon is the son of Alastair . So Alastair is the parent of [MASK] .,Simon
Douglas is the son of Ruairidh . So Ruairidh is the parent of [MASK] .,Douglas
Keith is the son of Tyler . So Tyler is the parent of [MASK] .,Keith
Lee is the son of Peter . So Peter is the parent of [MASK] .,Lee
Anthony is the son of Barbara . So Barbara is the parent of [MASK] .,Anthony
Grant is the son of Emily . So Emily is the parent of [MASK] .,Grant
Ross is the son of Connor . So Connor is the parent of [MASK] .,Ross
Jonathan is the son of Gordon . So Gordon is the parent of [MASK] .,Jonathan
Gavin is the son of Max . So Max is the parent of [MASK] .,Gavin
Nicholas is the son of Caleb . So Caleb is the parent of [MASK] .,Nicholas
Joseph is the son of Paula . So Paula is the parent of [MASK] .,Joseph
Stewart is the son of Chantelle . So Chantelle is the parent of [MASK] .,Stewart
Daniel is the son of Charlotte . So Charlotte is the parent of [MASK] .,Daniel
Edward is the son of Jemma . So Jemma is the parent of [MASK] .,Edward
Matthew is the son of Allan . So Allan is the parent of [MASK] .,Matthew
Donald is the son of Morag . So Morag is the parent of [MASK] .,Donald
Fraser is the son of Eden . So Eden is the parent of [MASK] .,Fraser
Garry is the son of Innes . So Innes is the parent of [MASK] .,Garry
Malcolm is the son of Molly . So Molly is the parent of [MASK] .,Malcolm
Charles is the son of Hugh . So Hugh is the parent of [MASK] .,Charles
Duncan is the son of Cara . So Cara is the parent of [MASK] .,Duncan
Raymond is the son of Gavin . So Gavin is the parent of [MASK] .,Raymond
Philip is the son of Julie . So Julie is the parent of [MASK] .,Philip
Ronald is the son of Samuel . So Samuel is the parent of [MASK] .,Ronald
Ryan is the son of Jodie . So Jodie is the parent of [MASK] .,Ryan
Francis is the son of Charlie . So Charlie is the parent of [MASK] .,Francis
Bruce is the son of Mirren . So Mirren is the parent of [MASK] .,Bruce
Patrick is the son of Madison . So Madison is the parent of [MASK] .,Patrick
Bryan is the son of Denise . So Denise is the parent of [MASK] .,Bryan
Marc is the son of Owen . So Owen is the parent of [MASK] .,Marc
Jamie is the son of Kris . So Kris is the parent of [MASK] .,Jamie
Hugh is the son of Kate . So Kate is the parent of [MASK] .,Hugh
Gerard is the son of Greig . So Greig is the parent of [MASK] .,Gerard
Sean is the son of Marie . So Marie is the parent of [MASK] .,Sean
Wayne is the son of Casey . So Casey is the parent of [MASK] .,Wayne
Adam is the son of Kiera . So Kiera is the parent of [MASK] .,Adam
Robin is the son of Henry . So Henry is the parent of [MASK] .,Robin
Angus is the son of Kaitlyn . So Kaitlyn is the parent of [MASK] .,Angus
Russell is the son of Lara . So Lara is the parent of [MASK] .,Russell
Cameron is the son of Carter . So Carter is the parent of [MASK] .,Cameron
Norman is the son of Kirsten . So Kirsten is the parent of [MASK] .,Norman
Murray is the son of George . So George is the parent of [MASK] .,Murray
Gareth is the son of Ruth . So Ruth is the parent of [MASK] .,Gareth
Dean is the son of Myles . So Myles is the parent of [MASK] .,Dean
Eric is the son of Neil . So Neil is the parent of [MASK] .,Eric
Adrian is the son of Linsey . So Linsey is the parent of [MASK] .,Adrian
Samuel is the son of Molly . So Molly is the parent of [MASK] .,Samuel
Gerald is the son of Alana . So Alana is the parent of [MASK] .,Gerald
Henry is the son of Alexis . So Alexis is the parent of [MASK] .,Henry
Justin is the son of Colin . So Colin is the parent of [MASK] .,Justin
Benjamin is the son of Grant . So Grant is the parent of [MASK] .,Benjamin
Shaun is the son of Morven . So Morven is the parent of [MASK] .,Shaun
Campbell is the son of Sinead . So Sinead is the parent of [MASK] .,Campbell
Frank is the son of Ashleigh . So Ashleigh is the parent of [MASK] .,Frank
Roy is the son of Claire . So Claire is the parent of [MASK] .,Roy
Timothy is the son of Carla . So Carla is the parent of [MASK] .,Timothy
Greg is the son of Aoife . So Aoife is the parent of [MASK] .,Greg
Liam is the son of Cole . So Cole is the parent of [MASK] .,Liam
Rory is the son of Kyle . So Kyle is the parent of [MASK] .,Rory
Wesley is the son of Anna . So Anna is the parent of [MASK] .,Wesley
