sentence,answer
his name is David and her name is Nicola . So his name is [MASK] .,David
his name is John and her name is Karen . So his name is [MASK] .,John
his name is Paul and her name is Fiona . So his name is [MASK] .,Paul
his name is Mark and her name is Susan . So his name is [MASK] .,Mark
his name is James and her name is Claire . So his name is [MASK] .,James
his name is Andrew and her name is Sharon . So his name is [MASK] .,Andrew
his name is Scott and her name is Angela . So his name is [MASK] .,Scott
his name is Steven and her name is Gillian . So his name is [MASK] .,Steven
his name is Robert and her name is Julie . So his name is [MASK] .,Robert
his name is Stephen and her name is Michelle . So his name is [MASK] .,Stephen
his name is William and her name is Jacqueline . So his name is [MASK] .,William
his name is Craig and her name is Amanda . So his name is [MASK] .,Craig
his name is Michael and her name is Tracy . So his name is [MASK] .,Michael
his name is Stuart and her name is Louise . So his name is [MASK] .,Stuart
his name is Christopher and her name is Jennifer . So his name is [MASK] .,Christopher
his name is Alan and her name is Alison . So his name is [MASK] .,Alan
his name is Colin and her name is Sarah . So his name is [MASK] .,Colin
his name is Brian and her name is Donna . So his name is [MASK] .,Brian
his name is Kevin and her name is Caroline . So his name is [MASK] .,Kevin
his name is Gary and her name is Elaine . So his name is [MASK] .,Gary
his name is Richard and her name is Lynn . So his name is [MASK] .,Richard
his name is Derek and her name is Margaret . So his name is [MASK] .,Derek
his name is Martin and her name is Elizabeth . So his name is [MASK] .,Martin
his name is Thomas and her name is Lesley . So his name is [MASK] .,Thomas
his name is Neil and her name is Deborah . So his name is [MASK] .,Neil
his name is Barry and her name is Pauline . So his name is [MASK] .,Barry
his name is Ian and her name is Lorraine . So his name is [MASK] .,Ian
his name is Jason and her name is Laura . So his name is [MASK] .,Jason
his name is Gordon and her name is Tracey . So his name is [MASK] .,Gordon
his name is Alexander and her name is Carol . So his name is [MASK] .,Alexander
his name is Peter and her name is Lorna . So his name is [MASK] .,Peter
his name is Darren and her name is Catherine . So his name is [MASK] .,Darren
his name is Graham and her name is Wendy . So his name is [MASK] .,Graham
his name is George and her name is Lynne . So his name is [MASK] .,George
his name is Kenneth and her name is Yvonne . So his name is [MASK] .,Kenneth
his name is Allan and her name is Pamela . So his name is [MASK] .,Allan
his name is Simon and her name is Kirsty . So his name is [MASK] .,Simon
his name is Douglas and her name is Jane . So his name is [MASK] .,Douglas
his name is Keith and her name is Emma . So his name is [MASK] .,Keith
his name is Lee and her name is Joanne . So his name is [MASK] .,Lee
his name is Anthony and her name is Heather . So his name is [MASK] .,Anthony
his name is Grant and her name is Suzanne . So his name is [MASK] .,Grant
his name is Ross and her name is Anne . So his name is [MASK] .,Ross
his name is Jonathan and her name is Diane . So his name is [MASK] .,Jonathan
his name is Gavin and her name is Helen . So his name is [MASK] .,Gavin
his name is Nicholas and her name is Victoria . So his name is [MASK] .,Nicholas
