sentence,answer
Lucas is married to Corey . So Corey is the partner of [MASK] .,Lucas
Faith is married to Alex . So Alex is the partner of [MASK] .,Faith
Dominic is married to Patrick . So Patrick is the partner of [MASK] .,Dominic
Craig is married to Ruby . So Ruby is the partner of [MASK] .,Craig
Stephanie is married to Jay . So Jay is the partner of [MASK] .,Stephanie
Maya is married to Taylor . So Taylor is the partner of [MASK] .,Maya
Gerard is married to Alice . So Alice is the partner of [MASK] .,Gerard
Cole is married to Darren . So Darren is the partner of [MASK] .,Cole
Joshua is married to Robin . So Robin is the partner of [MASK] .,Joshua
Charlotte is married to Clare . So Clare is the partner of [MASK] .,Charlotte
Harvey is married to Cole . So Cole is the partner of [MASK] .,Harvey
Evan is married to Samantha . So Samantha is the partner of [MASK] .,Evan
Jane is married to Georgia . So Georgia is the partner of [MASK] .,Jane
Georgia is married to Rosa . So Rosa is the partner of [MASK] .,Georgia
Hugh is married to Evan . So Evan is the partner of [MASK] .,Hugh
Grayson is married to Alex . So Alex is the partner of [MASK] .,Grayson
Philip is married to Cooper . So Cooper is the partner of [MASK] .,Philip
Theo is married to Jill . So Jill is the partner of [MASK] .,Theo
Harvey is married to Jade . So Jade is the partner of [MASK] .,Harvey
Thomas is married to Pamela . So Pamela is the partner of [MASK] .,Thomas
Alice is married to William . So William is the partner of [MASK] .,Alice
Scott is married to Laura . So Laura is the partner of [MASK] .,Scott
Norman is married to Gareth . So Gareth is the partner of [MASK] .,Norman
Taylor is married to Ann . So Ann is the partner of [MASK] .,Taylor
Lois is married to Lisa . So Lisa is the partner of [MASK] .,Lois
Carol is married to Katrina . So Katrina is the partner of [MASK] .,Carol
Holly is married to Cody . So Cody is the partner of [MASK] .,Holly
Robin is married to Mary . So Mary is the partner of [MASK] .,Robin
Shannon is married to Lindsey . So Lindsey is the partner of [MASK] .,Shannon
Leo is married to Janet . So Janet is the partner of [MASK] .,Leo
Harvey is married to Ronald . So Ronald is the partner of [MASK] .,Harvey
Oliver is married to Ellie . So Ellie is the partner of [MASK] .,Oliver
Matthew is married to Bonnie . So Bonnie is the partner of [MASK] .,Matthew
Catherine is married to Mitchell . So Mitchell is the partner of [MASK] .,Catherine
Amy is married to Corey . So Corey is the partner of [MASK] .,Amy
Ian is married to Grant . So Grant is the partner of [MASK] .,Ian
John is married to Ivy . So Ivy is the partner of [MASK] .,John
Lara is married to James . So James is the partner of [MASK] .,Lara
Roman is married to Frankie . So Frankie is the partner of [MASK] .,Roman
Steven is married to Shirley . So Shirley is the partner of [MASK] .,Steven
Oscar is married to Jenna . So Jenna is the partner of [MASK] .,Oscar
Brian is married to Kara . So Kara is the partner of [MASK] .,Brian
Murray is married to Ryan . So Ryan is the partner of [MASK] .,Murray
Amanda is married to Emma . So Emma is the partner of [MASK] .,Amanda
Aaron is married to Ashley . So Ashley is the partner of [MASK] .,Aaron
Lara is married to Mohammed . So Mohammed is the partner of [MASK] .,Lara
Robin is married to Archie . So Archie is the partner of [MASK] .,Robin
Grayson is married to Alexis . So Alexis is the partner of [MASK] .,Grayson
Alice is married to Summer . So Summer is the partner of [MASK] .,Alice
