sentence,answer
"Alice is the daughter of Taylor , and Ann is the daughter of Valerie , So Taylor is the parent of [MASK] .",Alice
"Katherine is the daughter of Naomi , and Marie is the daughter of Shaun , So Naomi is the parent of [MASK] .",Katherine
"Ellen is the daughter of Alexis , and Amelia is the daughter of Gavin , So Alexis is the parent of [MASK] .",Ellen
"Craig is the son of Lara , and Aurora is the daughter of Connor , So Lara is the parent of [MASK] .",Craig
"Autumn is the daughter of Kate , and Patricia is the daughter of Deborah , So Kate is the parent of [MASK] .",Autumn
"Sonny is the son of Abby , and Katie is the daughter of Duncan , So Abby is the parent of [MASK] .",Sonny
"Diane is the daughter of Simon , and Russell is the son of Olivia , So Simon is the parent of [MASK] .",Diane
"Henry is the son of Hunter , and Hanna is the daughter of Tracy , So Hunter is the parent of [MASK] .",Henry
"Lily is the daughter of Lynn , and Lewis is the son of Sophia , So Lynn is the parent of [MASK] .",Lily
"Ruby is the daughter of Sarah , and Carson is the son of Brian , So Sarah is the parent of [MASK] .",Ruby
"Dawn is the daughter of Rose , and Mary is the daughter of Patrick , So Rose is the parent of [MASK] .",Dawn
"Donna is the daughter of Charlie , and Jade is the daughter of Katrina , So Charlie is the parent of [MASK] .",Donna
"Grant is the son of Nicholas , and Jacob is the son of Dawn , So Nicholas is the parent of [MASK] .",Grant
"Kimberly is the daughter of Sarah , and Bryan is the son of Marion , So Sarah is the parent of [MASK] .",Kimberly
"Luna is the daughter of Ben , and Louie is the son of Max , So Ben is the parent of [MASK] .",Luna
"Bella is the daughter of Christopher , and Stephen is the son of Edward , So Christopher is the parent of [MASK] .",Bella
"Lisa is the daughter of Marion , and Lucas is the son of Anthony , So Marion is the parent of [MASK] .",Lisa
"Victoria is the daughter of Carrie , and Paula is the daughter of Alexandra , So Carrie is the parent of [MASK] .",Victoria
"Bruce is the son of Susan , and Rory is the son of Jenna , So Susan is the parent of [MASK] .",Bruce
"Rebecca is the daughter of Rosa , and Molly is the daughter of Alan , So Rosa is the parent of [MASK] .",Rebecca
"Arthur is the son of Carly , and Thomas is the son of Timothy , So Carly is the parent of [MASK] .",Arthur
"Harrison is the son of Joshua , and Luke is the son of Anna , So Joshua is the parent of [MASK] .",Harrison
"Indie is the daughter of Willow , and Finn is the son of Suzanne , So Willow is the parent of [MASK] .",Indie
"Morgan is the son of Audrey , and Paula is the daughter of Noah , So Audrey is the parent of [MASK] .",Morgan
"Angela is the daughter of Jacob , and Melanie is the daughter of Gerard , So Jacob is the parent of [MASK] .",Angela
"Leon is the son of Josh , and Emily is the daughter of Angus , So Josh is the parent of [MASK] .",Leon
"Rory is the son of Molly , and Daisy is the daughter of Zoe , So Molly is the parent of [MASK] .",Rory
