sentence,answer
"Jordan is nineteen years old , Madison is nineteen years old , Audrey is fifteen years old , Marcus is sixteen years old , and Neil is nineteen years old . next year Jordan is twenty years old , Audrey is sixteen years old , Neil is twenty years old, Marcus is seventeen years old , and the age of Madison is [MASK] .",twenty
"Lewis is sixteen years old , Taylor is sixteen years old , Hannah is nineteen years old , Leo is fourteen years old , and Calvin is twelve years old . next year Lewis is seventeen years old , Hannah is twenty years old , Calvin is thirteen years old, Leo is fifteen years old , and the age of Taylor is [MASK] .",seventeen
"Aurora is thirteen years old , Ruby is thirteen years old , Alex is fourteen years old , Ellis is twelve years old , and Harper is seventeen years old . next year Aurora is fourteen years old , Alex is fifteen years old , Harper is eighteen years old, Ellis is thirteen years old , and the age of Ruby is [MASK] .",fourteen
"Joshua is nineteen years old , Shelley is nineteen years old , Lee is nineteen years old , Natalie is fourteen years old , and Barry is sixteen years old . next year Joshua is twenty years old , Lee is twenty years old , Barry is seventeen years old, Natalie is fifteen years old , and the age of Shelley is [MASK] .",twenty
"Darren is fifteen years old , Robin is fifteen years old , Ruth is twelve years old , Adrian is fourteen years old , and Catherine is twelve years old . next year Darren is sixteen years old , Ruth is thirteen years old , Catherine is thirteen years old, Adrian is fifteen years old , and the age of Robin is [MASK] .",sixteen
"Julia is eighteen years old , Kate is eighteen years old , Gerald is eleven years old , Stewart is nineteen years old , and Aaron is eighteen years old . next year Julia is nineteen years old , Gerald is twelve years old , Aaron is nineteen years old, Stewart is twenty years old , and the age of Kate is [MASK] .",nineteen
"Hayden is nineteen years old , Jane is nineteen years old , Gerard is nineteen years old , Maya is sixteen years old , and Harley is thirteen years old . next year Hayden is twenty years old , Gerard is twenty years old , Harley is fourteen years old, Maya is seventeen years old , and the age of Jane is [MASK] .",twenty
"Peter is thirteen years old , Mitchell is thirteen years old , Wendy is seventeen years old , Claire is sixteen years old , and Archie is twelve years old . next year Peter is fourteen years old , Wendy is eighteen years old , Archie is thirteen years old, Claire is seventeen years old , and the age of Mitchell is [MASK] .",fourteen
"Eden is thirteen years old , Darren is thirteen years old , Florence is twelve years old , Fraser is sixteen years old , and Lily is nineteen years old . next year Eden is fourteen years old , Florence is thirteen years old , Lily is twenty years old, Fraser is seventeen years old , and the age of Darren is [MASK] .",fourteen
"Molly is fifteen years old , Riley is fifteen years old , Lauren is fifteen years old , Jamie is fifteen years old , and Archie is sixteen years old . next year Molly is sixteen years old , Lauren is sixteen years old , Archie is seventeen years old, Jamie is sixteen years old , and the age of Riley is [MASK] .",sixteen
